,short_name,value_eur,wage_eur,preferred_foot,team_position,weak_foot,skill_moves,age,work_rate,team_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,player_positions,overall,potential
4552,F. Medina,2800000,13000,0,8,2,2,21,8,14.0,78.0,33.0,59.0,68.0,70.0,73.0,10.0,10.0,10.0,10.0,10.0,10.0,57,33,65,69,29,69,37,32,57,67,77,79,69,69,69,27,69,69,75,32,73,71,63,57,44,69,71,69,13,5,12,13,13,"CB, LB",70,81
4553,I. Voca,2800000,7000,1,2,3,2,23,6,42.0,63.0,51.0,63.0,67.0,71.0,68.0,10.0,10.0,10.0,10.0,10.0,10.0,52,52,63,71,41,65,44,47,69,71,61,64,66,67,69,53,76,74,68,47,60,66,53,64,48,66,72,70,15,9,14,13,11,"CDM, CM",70,81
4554,E. Demirović,3100000,13000,1,28,3,2,22,8,11.0,66.0,72.0,58.0,66.0,37.0,73.0,10.0,10.0,10.0,10.0,10.0,10.0,63,73,67,65,65,65,65,37,45,68,67,65,65,66,63,79,71,67,79,68,65,22,69,54,61,65,29,24,9,8,9,7,6,ST,70,81
4555,I. Niane,3100000,9000,1,28,3,3,21,1,7.0,81.0,70.0,54.0,70.0,18.0,60.0,10.0,10.0,10.0,10.0,10.0,10.0,56,69,68,58,53,73,49,51,44,68,84,79,73,64,55,79,72,58,69,67,36,11,67,52,71,59,14,16,10,7,8,6,15,"ST, LW, RW",70,81
4556,Miranda,2800000,39000,0,21,3,2,20,8,27.0,62.0,40.0,60.0,66.0,68.0,62.0,10.0,10.0,10.0,10.0,10.0,10.0,70,33,64,68,29,64,56,37,56,70,65,60,61,68,60,49,67,67,61,45,58,69,62,48,44,59,69,68,11,8,12,9,6,"LB, LWB",70,81
4557,C. Ferreira,3000000,7000,1,28,3,3,20,2,21.0,76.0,70.0,74.0,74.0,52.0,63.0,10.0,10.0,10.0,10.0,10.0,10.0,71,67,57,77,72,73,77,77,73,75,75,77,77,69,75,75,61,69,59,75,65,53,65,71,67,77,45,49,10,11,5,8,9,"CM, CAM",70,81
4558,J. Bijol,2800000,9000,1,28,3,2,21,8,6.0,66.0,61.0,62.0,59.0,70.0,76.0,10.0,10.0,10.0,10.0,10.0,10.0,50,64,77,70,55,57,47,47,65,63,62,69,53,68,51,71,76,74,81,53,66,68,53,65,49,58,72,70,13,7,12,10,13,CDM,70,81
4559,L. Valenti,2800000,7000,0,8,4,2,21,2,30.0,68.0,53.0,53.0,56.0,68.0,80.0,10.0,10.0,10.0,10.0,10.0,10.0,39,40,67,62,42,54,58,55,58,58,66,70,58,63,56,80,78,72,83,62,83,67,46,47,53,67,70,71,6,8,7,6,8,CB,70,81
4560,D. Vlahović,3100000,21000,0,28,3,2,20,8,9.0,62.0,72.0,52.0,68.0,27.0,61.0,10.0,10.0,10.0,10.0,10.0,10.0,44,74,68,60,68,70,66,37,40,72,57,66,55,68,48,78,64,56,68,64,50,22,74,54,64,66,26,24,5,15,6,11,10,ST,70,81
4561,M. Camara,2800000,10000,1,28,3,3,20,8,19.0,75.0,54.0,64.0,73.0,66.0,66.0,10.0,10.0,10.0,10.0,10.0,10.0,53,51,51,71,49,70,56,51,68,72,76,74,80,71,88,63,75,74,58,53,75,68,60,66,54,71,71,68,7,5,5,8,11,"CDM, CM",70,81
4562,R. Boženík,3100000,7000,1,28,3,3,20,2,19.0,76.0,69.0,60.0,67.0,32.0,73.0,10.0,10.0,10.0,10.0,10.0,10.0,54,73,65,66,66,66,53,45,58,70,73,78,68,69,64,70,62,75,75,64,69,24,69,64,58,64,27,25,6,14,14,10,7,ST,70,81
4563,Jorge Sáenz,2600000,10000,1,28,3,2,23,6,16.0,65.0,42.0,61.0,63.0,70.0,76.0,10.0,10.0,10.0,10.0,10.0,10.0,52,35,72,68,46,61,32,49,60,66,60,69,57,66,64,52,78,84,75,41,70,68,52,71,45,72,69,66,7,14,7,8,11,CB,70,80
4564,F. Romagna,2600000,13000,1,21,3,2,23,3,19.0,60.0,32.0,51.0,57.0,73.0,62.0,10.0,10.0,10.0,10.0,10.0,10.0,38,23,65,66,34,51,32,32,65,62,60,60,62,68,60,48,69,48,65,30,71,72,36,36,43,63,75,72,12,12,6,7,13,CB,70,80
4565,Fran Villalba,2900000,5000,1,28,3,3,22,8,14.0,66.0,63.0,71.0,74.0,48.0,43.0,10.0,10.0,10.0,10.0,10.0,10.0,66,66,37,72,51,73,74,73,69,73,68,64,80,68,90,58,40,56,38,66,39,52,64,72,57,64,49,39,9,10,14,5,14,"LM, CM, CAM",70,80
4566,Lincoln,2900000,3000,0,0,3,4,21,2,17.0,78.0,64.0,67.0,75.0,30.0,54.0,10.0,10.0,10.0,10.0,10.0,10.0,65,61,50,68,66,74,72,65,67,75,78,78,84,68,74,68,61,64,50,62,51,25,68,68,70,72,32,33,13,12,11,9,9,CAM,70,80
4567,C. Cuesta,2600000,6000,1,28,3,2,21,6,46.0,75.0,26.0,49.0,60.0,69.0,74.0,10.0,10.0,10.0,10.0,10.0,10.0,28,21,71,67,33,54,32,20,55,61,72,77,75,65,69,31,82,72,74,30,72,67,20,44,34,65,73,70,10,8,11,15,10,"CB, RB, CDM",70,80
4568,M. Schubert,2300000,9000,1,28,3,1,22,8,23.0,30.0,30.0,30.0,30.0,30.0,30.0,73.0,67.0,62.0,75.0,37.0,65.0,12,8,10,45,8,23,14,13,30,30,46,30,44,68,45,47,72,28,56,9,23,16,4,52,12,35,11,10,73,67,62,65,75,GK,70,80
4569,Diogo Queirós,2600000,5000,1,21,3,2,21,6,58.0,60.0,36.0,43.0,58.0,70.0,72.0,10.0,10.0,10.0,10.0,10.0,10.0,24,38,68,63,20,53,29,20,53,64,58,62,54,67,63,55,78,65,73,16,76,70,21,30,52,58,72,70,10,15,7,6,15,"CB, RB",70,80
4570,I. Zlobin,2300000,4000,1,5,2,1,23,8,1.0,30.0,30.0,30.0,30.0,30.0,30.0,68.0,66.0,61.0,71.0,29.0,72.0,11,9,14,26,5,11,14,11,18,20,30,28,55,74,35,46,52,25,59,9,28,10,5,43,15,38,13,13,68,66,61,72,71,GK,70,80
4571,M. Paes,2300000,6000,1,5,3,1,22,8,1.0,30.0,30.0,30.0,30.0,30.0,30.0,69.0,66.0,65.0,71.0,32.0,69.0,13,10,13,23,9,14,12,10,27,23,31,32,35,71,32,49,58,35,55,8,19,12,11,37,10,36,12,14,69,66,65,69,71,GK,70,80
4572,J. González,2800000,16000,1,28,3,3,21,6,25.0,71.0,58.0,66.0,73.0,70.0,67.0,10.0,10.0,10.0,10.0,10.0,10.0,59,55,55,72,57,73,57,50,66,72,75,67,76,72,71,66,70,83,62,53,60,72,68,70,56,61,71,69,14,7,11,6,13,"CM, CDM",70,80
4573,Dani Martín,2300000,6000,1,21,3,1,21,8,13.0,30.0,30.0,30.0,30.0,30.0,30.0,70.0,67.0,67.0,73.0,47.0,69.0,15,13,13,30,14,12,16,13,32,17,48,46,55,64,43,50,64,30,66,11,23,20,9,40,20,48,14,12,70,67,67,69,73,GK,70,80
4574,K. Bistrović,2600000,500,1,28,3,3,22,8,25.0,67.0,63.0,69.0,68.0,69.0,62.0,10.0,10.0,10.0,10.0,10.0,10.0,63,55,62,74,74,72,47,47,71,66,64,69,54,68,61,73,57,67,59,76,65,63,40,75,49,60,72,71,10,7,6,7,10,"CDM, CM",70,80
4575,L. Openda,2900000,9000,1,24,3,3,20,7,7.0,93.0,67.0,60.0,69.0,25.0,70.0,10.0,10.0,10.0,10.0,10.0,10.0,68,67,61,68,59,69,44,30,40,66,95,91,77,64,75,76,92,66,73,59,62,16,68,65,61,68,19,15,9,8,10,8,13,"ST, LM",70,80
4576,N. Katić,2600000,21000,1,21,2,2,23,8,19.0,71.0,35.0,45.0,59.0,68.0,77.0,10.0,10.0,10.0,10.0,10.0,10.0,29,27,73,62,26,57,27,26,54,61,69,72,57,65,59,50,73,67,82,43,76,67,33,35,33,67,69,71,9,7,12,14,13,CB,70,80
4577,D. Palacios,2600000,3000,0,7,2,3,20,8,12.0,77.0,33.0,62.0,68.0,65.0,64.0,10.0,10.0,10.0,10.0,10.0,10.0,75,25,44,67,25,68,36,27,59,67,78,76,68,63,86,48,58,74,58,30,69,65,55,56,37,62,70,67,7,10,9,7,9,LB,70,80
4578,M. Herrera,2600000,7000,1,28,3,2,21,8,36.0,80.0,40.0,55.0,70.0,67.0,64.0,10.0,10.0,10.0,10.0,10.0,10.0,64,41,57,66,27,72,35,34,45,68,77,82,74,62,65,40,60,74,63,34,55,66,60,42,44,62,71,66,11,14,10,14,12,"RB, RWB",70,80
4579,A. Vigo,2600000,5000,1,17,3,2,21,2,13.0,79.0,49.0,62.0,70.0,65.0,67.0,10.0,10.0,10.0,10.0,10.0,10.0,63,48,58,67,41,71,63,40,59,69,81,77,73,66,72,55,54,76,63,43,70,65,65,59,42,57,69,68,5,6,14,14,13,RB,70,80
4580,G. Neves,2800000,500,1,20,4,2,22,8,8.0,71.0,65.0,68.0,71.0,63.0,63.0,10.0,10.0,10.0,10.0,10.0,10.0,60,62,51,73,58,70,52,62,66,70,72,70,85,60,78,67,50,76,67,70,40,70,68,74,65,58,65,65,6,9,12,7,9,"CM, CDM",70,80
4581,O. Lingr,2900000,500,1,21,3,2,21,8,8.0,76.0,65.0,67.0,72.0,42.0,63.0,10.0,10.0,10.0,10.0,10.0,10.0,67,67,70,69,62,71,61,60,66,71,76,76,75,70,75,65,73,70,61,63,59,38,68,68,60,68,41,40,14,5,11,10,12,"CAM, LW, RW",70,80
4582,P. Berg,2700000,3000,1,4,2,3,22,6,7.0,77.0,59.0,67.0,69.0,60.0,70.0,10.0,10.0,10.0,10.0,10.0,10.0,53,57,45,74,50,68,64,61,70,69,76,77,72,69,78,67,58,87,67,58,61,65,66,69,52,71,64,57,14,11,16,10,8,"CM, CDM",70,79
4583,S. McKenna,2500000,4000,0,1,3,2,23,0,5.0,60.0,33.0,44.0,44.0,69.0,84.0,10.0,10.0,10.0,10.0,10.0,10.0,41,22,69,54,26,40,28,31,50,48,54,64,34,66,61,62,76,71,90,32,85,67,16,31,44,58,70,68,11,7,11,6,9,CB,70,79
4584,J. Bacuna,2700000,14000,1,28,3,3,22,8,7.0,70.0,69.0,70.0,73.0,65.0,76.0,10.0,10.0,10.0,10.0,10.0,10.0,71,65,61,70,61,74,68,64,71,73,72,69,71,67,68,80,75,73,74,72,84,65,65,69,59,65,66,56,6,11,8,14,10,"CM, CDM, LM",70,79
4585,M. Mehlem,2700000,10000,1,12,3,3,22,8,6.0,74.0,59.0,66.0,75.0,49.0,59.0,10.0,10.0,10.0,10.0,10.0,10.0,62,61,34,70,42,74,64,52,64,73,77,72,85,61,90,61,64,79,49,58,59,47,67,69,53,61,57,49,16,10,8,8,13,"LM, CAM",70,79
4586,J. Rodon,2500000,13000,1,1,4,2,22,8,4.0,55.0,29.0,48.0,56.0,70.0,70.0,10.0,10.0,10.0,10.0,10.0,10.0,34,23,67,67,34,53,25,32,57,62,53,57,47,71,57,43,66,62,77,24,63,74,23,31,40,54,72,69,10,13,7,11,8,CB,70,79
4587,F. Ayé,2800000,500,1,28,3,3,23,1,18.0,82.0,68.0,52.0,66.0,24.0,71.0,10.0,10.0,10.0,10.0,10.0,10.0,36,71,69,62,66,66,48,48,46,66,82,82,73,63,61,70,73,73,74,61,62,19,71,57,65,62,17,19,10,8,15,10,7,ST,70,79
4588,L. Dickmann,2500000,500,1,7,3,2,23,2,2.0,70.0,47.0,58.0,67.0,68.0,62.0,10.0,10.0,10.0,10.0,10.0,10.0,67,39,53,63,47,67,55,36,54,66,72,68,68,64,68,55,63,74,56,54,63,65,63,48,43,64,72,74,7,5,5,13,9,"RB, RM",70,79
4589,J. Karlsson,2800000,3000,1,14,3,4,21,1,11.0,81.0,70.0,61.0,75.0,35.0,52.0,10.0,10.0,10.0,10.0,10.0,10.0,60,69,44,61,76,75,67,60,53,70,83,79,92,65,90,73,88,71,42,67,44,35,68,66,65,70,36,34,13,11,10,10,9,"LW, RW",70,79
4590,J. Angulo,2700000,21000,0,28,3,3,23,1,19.0,78.0,59.0,68.0,71.0,46.0,61.0,10.0,10.0,10.0,10.0,10.0,10.0,71,58,55,70,44,72,57,56,65,70,78,78,76,59,73,64,57,69,57,58,64,48,59,67,60,55,51,58,15,6,13,11,12,LM,70,79
4591,O. Richards,2500000,6000,0,7,3,3,21,8,3.0,82.0,45.0,55.0,69.0,66.0,63.0,10.0,10.0,10.0,10.0,10.0,10.0,54,56,53,65,34,66,42,34,52,69,84,81,81,63,77,43,71,76,51,27,74,67,54,47,36,54,73,69,11,9,13,10,11,"LB, LWB",70,79
4592,S. Babić,2500000,5000,0,18,3,2,24,8,5.0,57.0,40.0,44.0,51.0,71.0,75.0,10.0,10.0,10.0,10.0,10.0,10.0,23,35,71,58,33,46,41,40,56,62,55,59,42,68,38,57,67,58,87,41,67,64,28,34,38,64,76,71,14,9,11,13,6,CB,70,79
4593,J. Brunetta,2700000,6000,1,0,3,3,23,8,26.0,69.0,71.0,73.0,70.0,46.0,59.0,10.0,10.0,10.0,10.0,10.0,10.0,77,69,42,72,66,70,78,78,70,68,68,70,76,61,73,71,53,66,56,79,60,50,62,71,65,65,47,45,7,10,11,10,5,"LM, ST, CAM",70,79
4594,S. Żurkowski,2700000,500,1,9,3,3,22,0,10.0,81.0,62.0,66.0,68.0,69.0,81.0,10.0,10.0,10.0,10.0,10.0,10.0,59,58,51,69,51,66,60,48,68,69,77,85,70,71,81,72,69,92,79,64,75,73,68,72,52,78,68,68,10,6,11,13,6,CM,70,79
4595,J. Deminguet,2700000,5000,0,19,3,3,22,8,8.0,69.0,60.0,71.0,71.0,62.0,64.0,10.0,10.0,10.0,10.0,10.0,10.0,65,58,63,75,58,70,67,73,68,74,68,70,72,67,73,66,49,74,59,57,68,63,65,71,66,60,64,62,11,13,11,11,11,"CM, CDM",70,79
4596,Rogério,2500000,13000,0,7,3,3,22,8,6.0,75.0,53.0,65.0,72.0,67.0,59.0,10.0,10.0,10.0,10.0,10.0,10.0,73,45,60,64,53,74,56,60,60,72,78,73,70,69,64,59,66,62,54,59,66,65,65,66,55,68,68,69,11,7,8,8,10,"LB, LM",70,79
4597,Dani Gómez,2800000,11000,1,21,3,3,21,8,21.0,82.0,71.0,56.0,69.0,40.0,64.0,10.0,10.0,10.0,10.0,10.0,10.0,45,73,62,61,54,71,56,45,57,68,77,86,72,62,65,79,64,63,75,65,38,31,71,59,64,70,32,35,7,10,13,8,14,ST,70,79
4598,De Frutos,2700000,11000,1,21,4,3,23,2,18.0,82.0,64.0,64.0,72.0,34.0,46.0,10.0,10.0,10.0,10.0,10.0,10.0,64,68,55,67,50,72,64,56,60,69,79,84,79,67,77,67,67,57,32,58,60,18,68,62,58,65,29,23,13,8,12,14,14,"LM, RM, ST",70,79
4599,T. Borevković,2500000,5000,1,18,3,2,23,8,6.0,45.0,30.0,47.0,45.0,70.0,77.0,10.0,10.0,10.0,10.0,10.0,10.0,31,26,70,68,31,41,34,30,56,53,38,51,31,66,38,40,62,70,88,28,64,67,27,28,44,58,74,68,15,14,13,9,10,CB,70,79
4600,J. Toro,2700000,11000,1,28,3,3,23,7,15.0,71.0,61.0,68.0,72.0,34.0,57.0,10.0,10.0,10.0,10.0,10.0,10.0,66,62,59,69,41,70,71,45,67,71,69,72,79,74,76,73,53,67,53,52,56,23,68,72,58,64,45,41,9,6,6,14,6,"LM, ST, CAM",70,79
4601,Javi Sánchez,2500000,9000,1,28,3,2,23,8,5.0,56.0,32.0,47.0,45.0,70.0,73.0,10.0,10.0,10.0,10.0,10.0,10.0,32,28,68,65,18,34,27,34,49,61,49,62,36,68,47,38,71,66,77,32,70,69,25,35,67,55,72,69,11,15,13,8,13,CB,70,79
4602,Campuzano,2800000,5000,0,28,3,2,23,7,20.0,76.0,71.0,59.0,69.0,19.0,62.0,10.0,10.0,10.0,10.0,10.0,10.0,58,74,63,66,66,69,59,27,59,68,75,76,73,68,74,69,70,63,64,68,53,16,72,55,61,62,15,13,14,12,6,11,7,ST,70,79
4603,Edgar,2500000,5000,1,20,2,2,23,6,4.0,52.0,36.0,62.0,60.0,69.0,68.0,10.0,10.0,10.0,10.0,10.0,10.0,49,32,71,73,30,61,27,24,73,65,51,52,41,61,48,53,59,61,71,30,69,68,34,64,31,55,74,69,7,14,7,12,8,"CDM, CB",70,79
4604,E. Lombardo,2700000,5000,1,28,2,3,23,2,10.0,80.0,61.0,63.0,78.0,35.0,49.0,10.0,10.0,10.0,10.0,10.0,10.0,61,59,38,63,63,79,68,62,60,77,79,81,80,61,81,65,57,69,41,61,43,27,60,64,52,62,36,49,7,7,13,13,13,LM,70,79
4605,J. Sims,2600000,23000,0,21,4,3,23,2,33.0,85.0,61.0,62.0,74.0,31.0,53.0,10.0,10.0,10.0,10.0,10.0,10.0,64,63,42,68,54,75,58,45,58,70,84,85,83,63,79,66,34,78,48,53,37,20,61,59,67,62,31,36,10,10,13,11,9,"RM, RW",70,78
4606,Raúl Guti,2600000,10000,1,28,3,3,23,8,14.0,70.0,65.0,65.0,67.0,69.0,81.0,10.0,10.0,10.0,10.0,10.0,10.0,55,62,60,70,58,65,66,56,69,69,69,70,67,72,79,76,59,89,81,63,76,76,66,67,53,69,70,64,8,15,12,11,11,CM,70,78
4607,M. Bader,2300000,9000,1,17,3,3,23,8,26.0,71.0,34.0,58.0,67.0,66.0,65.0,10.0,10.0,10.0,10.0,10.0,10.0,68,26,48,67,23,63,53,36,48,67,74,68,78,67,77,45,75,78,59,38,63,66,42,44,40,64,65,70,10,13,15,7,7,"RB, RM",70,78
4608,M. Duelund,2600000,500,1,28,4,3,23,2,99.0,74.0,66.0,68.0,73.0,42.0,68.0,10.0,10.0,10.0,10.0,10.0,10.0,66,68,61,71,55,73,66,63,69,71,76,72,83,65,80,71,76,71,63,62,75,45,67,66,60,64,43,38,15,15,15,7,10,CAM,70,78
4609,B. Mansilla,2600000,5000,0,28,3,3,23,2,32.0,91.0,64.0,59.0,73.0,32.0,67.0,10.0,10.0,10.0,10.0,10.0,10.0,57,64,64,65,51,74,54,34,57,71,89,92,78,65,75,67,66,70,73,62,47,14,65,57,62,59,30,32,7,7,13,6,9,LW,70,78
4610,Matheus Pereira,2600000,52000,0,21,3,4,22,8,36.0,69.0,59.0,67.0,77.0,35.0,58.0,10.0,10.0,10.0,10.0,10.0,10.0,60,60,52,70,66,78,73,64,64,78,69,69,77,72,70,58,57,69,55,56,50,33,64,69,62,73,40,38,9,13,7,9,10,"CAM, RM",70,78
4611,J. Makengo,2600000,16000,0,21,3,3,22,2,31.0,65.0,67.0,71.0,71.0,67.0,65.0,10.0,10.0,10.0,10.0,10.0,10.0,70,62,69,76,69,72,65,61,70,74,67,64,63,62,68,75,59,67,64,70,64,61,64,66,59,68,73,71,8,9,9,8,9,CM,70,78
4612,T. Awoniyi,2700000,15000,1,28,2,3,22,8,14.0,77.0,71.0,57.0,66.0,26.0,72.0,10.0,10.0,10.0,10.0,10.0,10.0,56,74,68,66,63,68,54,35,52,62,76,77,68,67,70,76,79,66,77,61,64,14,69,53,68,58,27,18,10,7,9,8,10,"ST, RW",70,78
4613,J. Horn,2300000,12000,0,7,3,3,23,8,23.0,81.0,35.0,57.0,64.0,67.0,67.0,10.0,10.0,10.0,10.0,10.0,10.0,67,29,54,67,36,63,53,35,44,66,77,84,66,67,62,45,69,65,69,32,66,64,46,44,49,50,73,66,5,15,6,12,10,"LB, CB, LM",70,78
4614,C. Rivera,2400000,9000,1,28,3,3,24,0,14.0,58.0,58.0,63.0,66.0,67.0,71.0,10.0,10.0,10.0,10.0,10.0,10.0,58,55,56,71,39,64,46,35,65,70,63,53,67,65,58,70,54,73,75,59,65,69,56,65,57,66,69,66,12,5,13,11,9,"CDM, CM, CAM",70,78
4615,W. Faes,2400000,11000,1,18,3,2,22,8,2.0,59.0,35.0,51.0,56.0,70.0,74.0,10.0,10.0,10.0,10.0,10.0,10.0,31,29,71,68,23,52,21,35,64,64,64,55,47,67,58,57,69,67,78,26,73,70,38,42,42,66,69,72,12,10,8,7,7,CB,70,78
4616,K. Bonifazi,2400000,500,1,8,2,2,24,6,41.0,52.0,34.0,42.0,52.0,73.0,63.0,10.0,10.0,10.0,10.0,10.0,10.0,34,30,64,56,36,46,29,34,36,59,52,52,49,65,65,43,73,38,72,30,70,72,35,37,44,65,78,75,8,8,7,14,6,CB,70,78
4617,V. Gheorghe,2600000,6000,0,25,4,3,23,2,11.0,87.0,66.0,63.0,70.0,53.0,68.0,10.0,10.0,10.0,10.0,10.0,10.0,66,67,52,65,57,67,64,68,56,72,88,86,80,65,76,68,65,84,64,66,60,56,63,61,62,59,54,53,7,5,13,11,7,"RM, LM, RW",70,78
4618,M. Fofana,2400000,8000,1,2,3,2,22,3,6.0,66.0,31.0,54.0,61.0,71.0,73.0,10.0,10.0,10.0,10.0,10.0,10.0,34,27,69,67,35,58,35,29,62,65,68,64,66,66,56,40,78,74,72,23,71,76,35,55,45,58,69,68,13,12,13,14,6,"CB, CDM",70,78
4619,Koke Vegas,2000000,8000,1,28,3,1,24,8,1.0,30.0,30.0,30.0,30.0,30.0,30.0,72.0,70.0,60.0,68.0,52.0,67.0,13,12,15,12,15,11,13,12,20,10,52,52,60,67,42,45,62,34,55,15,30,12,10,42,11,48,12,10,72,70,60,67,68,GK,70,78
4620,J. Ebobisse,2700000,5000,0,23,4,2,23,0,17.0,86.0,64.0,63.0,69.0,34.0,77.0,10.0,10.0,10.0,10.0,10.0,10.0,60,67,71,67,53,67,56,42,63,68,85,87,80,65,72,69,78,79,81,57,66,32,75,66,54,61,35,28,7,7,12,6,14,"ST, LM, RM",70,78
4621,J. Yueill,2400000,4000,1,10,2,3,23,0,14.0,62.0,58.0,70.0,69.0,62.0,66.0,10.0,10.0,10.0,10.0,10.0,10.0,58,53,51,74,68,67,65,60,76,71,65,59,67,73,68,69,52,82,59,53,68,63,62,75,56,74,64,60,11,13,14,8,11,"CDM, CM",70,78
4622,V. Kravets,2300000,5000,0,28,3,3,22,2,3.0,73.0,63.0,59.0,65.0,68.0,74.0,10.0,10.0,10.0,10.0,10.0,10.0,68,58,66,64,28,65,53,62,50,71,72,74,53,68,52,76,59,64,82,78,68,69,59,49,40,70,67,68,6,11,11,11,5,"LB, LWB",70,78
4623,C. Spinelli,2700000,9000,1,21,2,3,23,8,25.0,68.0,68.0,57.0,69.0,26.0,63.0,10.0,10.0,10.0,10.0,10.0,10.0,51,74,68,66,62,68,47,34,52,73,70,67,69,65,53,69,74,63,74,59,31,17,74,57,52,66,17,19,13,9,13,7,13,ST,70,78
4624,A. Matusiwa,2400000,5000,1,20,3,3,22,6,6.0,65.0,46.0,56.0,70.0,68.0,80.0,10.0,10.0,10.0,10.0,10.0,10.0,49,38,58,66,42,72,44,41,58,69,70,61,65,67,74,60,86,83,76,47,84,72,53,50,50,66,70,66,6,9,13,11,12,"CDM, CM",70,78
4625,S. Córdova,2700000,13000,1,14,2,3,22,8,18.0,73.0,69.0,54.0,70.0,24.0,64.0,10.0,10.0,10.0,10.0,10.0,10.0,37,69,65,62,67,72,63,40,50,68,75,72,67,68,67,74,54,55,78,65,42,18,70,59,62,58,19,17,6,6,5,5,14,ST,70,78
4626,N. Maraš,2400000,5000,1,18,2,2,24,8,2.0,67.0,37.0,48.0,54.0,70.0,73.0,10.0,10.0,10.0,10.0,10.0,10.0,31,38,70,65,28,49,24,28,47,56,66,68,65,64,55,48,77,72,74,29,71,66,28,46,32,68,69,74,10,9,12,11,14,CB,70,78
4627,N. Baumann,2000000,3000,1,5,2,1,24,8,46.0,30.0,30.0,30.0,30.0,30.0,30.0,69.0,68.0,68.0,74.0,23.0,69.0,13,9,13,19,5,12,12,12,21,25,28,18,39,59,32,51,60,24,69,6,20,12,5,47,11,53,11,11,69,68,68,69,74,GK,70,78
4628,Iñigo Vicente,2600000,12000,1,28,4,4,22,8,33.0,76.0,62.0,67.0,73.0,43.0,55.0,10.0,10.0,10.0,10.0,10.0,10.0,67,66,49,71,44,73,64,32,65,72,78,75,75,64,77,60,63,57,53,60,53,45,67,70,56,68,44,40,7,7,11,15,15,"LW, CAM",70,78
4629,A. Šemper,2000000,500,1,5,2,1,22,8,1.0,30.0,30.0,30.0,30.0,30.0,30.0,73.0,69.0,63.0,71.0,19.0,69.0,14,15,12,23,9,12,12,13,24,15,19,19,21,62,22,47,31,21,47,13,26,11,9,63,15,21,12,15,73,69,63,69,71,GK,70,78
4630,D. Sorescu,2600000,4000,1,12,3,2,22,8,22.0,91.0,58.0,63.0,70.0,57.0,69.0,10.0,10.0,10.0,10.0,10.0,10.0,64,60,53,64,46,66,64,64,58,69,90,92,93,61,81,66,75,92,65,51,50,56,64,62,45,58,57,54,6,10,10,6,8,"RM, RB",70,78
4631,Larrazabal,2600000,12000,1,28,4,4,22,2,12.0,80.0,66.0,61.0,74.0,34.0,69.0,10.0,10.0,10.0,10.0,10.0,10.0,70,65,47,66,67,74,68,33,45,73,84,76,79,60,84,73,68,74,76,67,45,31,61,60,45,73,38,32,7,9,9,14,9,RW,70,78
4632,Pedro Amaral,2300000,5000,0,28,4,3,22,8,24.0,74.0,46.0,55.0,67.0,68.0,64.0,10.0,10.0,10.0,10.0,10.0,10.0,62,30,59,60,32,67,64,39,53,70,72,76,58,69,70,73,56,70,62,56,63,67,60,40,48,65,70,65,7,10,6,8,8,LB,70,78
4633,D. Zima,2300000,500,1,8,3,2,19,2,6.0,70.0,38.0,54.0,61.0,70.0,72.0,10.0,10.0,10.0,10.0,10.0,10.0,36,30,67,64,33,60,51,32,61,63,65,74,60,68,51,61,60,61,80,35,70,69,27,55,44,67,70,69,5,12,13,10,10,CB,70,78
4634,J. Kuchta,2700000,500,1,28,3,2,23,0,16.0,74.0,69.0,58.0,69.0,30.0,78.0,10.0,10.0,10.0,10.0,10.0,10.0,51,70,68,61,68,69,59,60,58,68,72,76,69,69,67,69,78,74,78,67,82,24,71,61,67,67,29,28,10,6,13,9,10,ST,70,78
4635,G. Kamara,2500000,23000,1,28,4,3,24,8,18.0,70.0,51.0,64.0,71.0,68.0,72.0,10.0,10.0,10.0,10.0,10.0,10.0,52,43,50,73,41,68,54,40,70,74,72,68,79,70,73,64,61,83,70,58,67,73,59,66,47,64,70,66,8,14,12,11,7,"CM, CDM",70,77
4636,P. McNair,2300000,9000,1,8,3,3,25,2,17.0,62.0,62.0,62.0,66.0,71.0,73.0,10.0,10.0,10.0,10.0,10.0,10.0,50,58,70,68,45,67,49,52,66,67,63,62,62,69,63,68,78,70,74,68,74,69,59,64,62,66,71,71,14,8,11,8,14,"CDM, CM, CB",70,77
4637,A. Werner,1900000,6000,1,28,2,1,24,8,13.0,30.0,30.0,30.0,30.0,30.0,30.0,74.0,72.0,75.0,70.0,44.0,68.0,14,19,15,25,12,13,20,15,19,23,41,46,34,55,43,56,58,38,75,18,24,27,16,50,23,52,13,17,74,72,75,68,70,GK,70,77
