,short_name,value_eur,wage_eur,preferred_foot,team_position,weak_foot,skill_moves,age,work_rate,team_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,player_positions,overall,potential
769,Denis Suárez,12000000,28000,Right,LCM,3,3,26,Medium/Medium,6.0,75.0,72.0,78.0,81.0,61.0,56.0,10.0,10.0,10.0,10.0,10.0,10.0,75,71,49,79,68,82,82,70,78,81,75,75,81,82.0,76.0,74.0,58.0,66.0,55.0,73.0,47.0,66.0,78.0,81.0,63.0,75.0,59.0,49.0,10.0,14.0,10.0,7.0,7.0,"LW, LM, CM",78,79
770,L. Vietto,12000000,17000,Right,SUB,4,3,26,Medium/Medium,10.0,77.0,75.0,75.0,82.0,45.0,63.0,10.0,10.0,10.0,10.0,10.0,10.0,74,73,69,75,77,82,78,70,74,83,79,75,84,72.0,80.0,78.0,72.0,74.0,57.0,79.0,63.0,35.0,76.0,79.0,69.0,74.0,46.0,35.0,14.0,14.0,8.0,8.0,12.0,"LW, ST",78,79
771,M. Keane,10500000,69000,Right,LCB,2,2,27,Medium/High,5.0,58.0,49.0,62.0,64.0,79.0,79.0,10.0,10.0,10.0,10.0,10.0,10.0,60,50,81,69,40,64,53,33,67,66,55,61,56,76.0,61.0,58.0,83.0,66.0,86.0,46.0,75.0,78.0,29.0,55.0,48.0,69.0,79.0,79.0,16.0,7.0,8.0,14.0,11.0,CB,78,79
772,S. Kolašinac,10500000,69000,Left,SUB,2,3,27,High/Medium,31.0,73.0,63.0,71.0,73.0,74.0,87.0,10.0,10.0,10.0,10.0,10.0,10.0,74,57,74,78,55,75,61,42,62,76,69,77,60,72.0,55.0,82.0,79.0,78.0,90.0,58.0,93.0,70.0,73.0,74.0,54.0,72.0,79.0,77.0,15.0,9.0,16.0,7.0,9.0,"LB, LWB",78,79
773,J. Nsame,12000000,28000,Right,LS,4,3,27,High/Medium,18.0,79.0,78.0,55.0,72.0,27.0,79.0,10.0,10.0,10.0,10.0,10.0,10.0,39,81,79,68,79,71,54,43,46,75,81,78,72,76.0,64.0,79.0,80.0,77.0,85.0,70.0,66.0,18.0,80.0,58.0,74.0,74.0,19.0,15.0,13.0,12.0,5.0,15.0,5.0,ST,78,79
774,J. Córdoba,12000000,50000,Right,SUB,3,3,27,High/Medium,15.0,78.0,78.0,61.0,74.0,44.0,87.0,10.0,10.0,10.0,10.0,10.0,10.0,55,79,72,67,76,75,60,54,54,72,79,78,67,79.0,77.0,88.0,84.0,76.0,90.0,69.0,92.0,48.0,78.0,62.0,69.0,76.0,39.0,31.0,12.0,13.0,13.0,7.0,8.0,ST,78,79
775,Ricardo Esgaio,10500000,16000,Right,RWB,4,4,27,High/Medium,47.0,73.0,67.0,75.0,79.0,70.0,68.0,10.0,10.0,10.0,10.0,10.0,10.0,78,65,56,78,60,79,79,51,68,80,72,74,78,75.0,80.0,69.0,73.0,88.0,58.0,64.0,68.0,69.0,77.0,75.0,78.0,81.0,76.0,75.0,9.0,16.0,6.0,8.0,14.0,"RWB, RW",78,79
776,H. Hateboer,12000000,52000,Right,RM,3,3,26,Medium/High,33.0,83.0,64.0,72.0,77.0,76.0,76.0,10.0,10.0,10.0,10.0,10.0,10.0,80,64,76,78,58,79,50,30,70,78,81,85,68,77.0,74.0,72.0,74.0,86.0,70.0,58.0,77.0,70.0,77.0,70.0,47.0,72.0,78.0,77.0,11.0,6.0,8.0,14.0,15.0,RM,78,79
777,F. Cervi,12000000,16000,Left,RES,3,4,26,High/High,11.0,92.0,65.0,70.0,84.0,58.0,56.0,10.0,10.0,10.0,10.0,10.0,10.0,73,65,48,72,55,85,78,76,57,80,94,91,93,76.0,92.0,68.0,70.0,82.0,33.0,64.0,76.0,62.0,74.0,70.0,56.0,77.0,59.0,55.0,12.0,8.0,9.0,11.0,10.0,LM,78,79
778,R. Aguilar,10500000,46000,Right,RB,3,3,27,High/Medium,26.0,80.0,53.0,70.0,76.0,74.0,72.0,10.0,10.0,10.0,10.0,10.0,10.0,75,49,60,75,52,76,62,33,70,75,79,80,79,73.0,77.0,70.0,80.0,81.0,65.0,45.0,77.0,75.0,65.0,65.0,38.0,70.0,77.0,77.0,15.0,8.0,16.0,10.0,13.0,"RB, RWB",78,79
779,J. Rodríguez,12500000,68000,Right,LS,3,4,26,High/Medium,21.0,87.0,78.0,68.0,81.0,38.0,76.0,10.0,10.0,10.0,10.0,10.0,10.0,68,82,71,70,70,81,64,62,65,81,90,84,85,75.0,71.0,78.0,70.0,84.0,76.0,72.0,68.0,35.0,78.0,68.0,76.0,72.0,40.0,45.0,12.0,14.0,10.0,7.0,10.0,"ST, LW",78,79
780,B. Verbič,12000000,500,Right,LM,3,4,26,High/Medium,7.0,83.0,72.0,72.0,80.0,43.0,73.0,10.0,10.0,10.0,10.0,10.0,10.0,70,74,65,75,68,81,63,65,69,80,85,81,78,79.0,81.0,70.0,72.0,76.0,72.0,71.0,74.0,32.0,80.0,75.0,64.0,76.0,34.0,33.0,15.0,11.0,13.0,6.0,12.0,LM,78,79
781,P. Lees-Melou,11500000,37000,Right,LCM,4,4,27,High/High,8.0,68.0,74.0,78.0,78.0,68.0,74.0,10.0,10.0,10.0,10.0,10.0,10.0,78,72,60,80,58,79,79,71,79,80,68,68,73,75.0,60.0,77.0,66.0,85.0,71.0,80.0,71.0,68.0,78.0,77.0,58.0,77.0,69.0,63.0,14.0,6.0,12.0,9.0,10.0,CM,78,79
782,M. Almirón,12000000,43000,Left,LW,2,4,26,High/High,24.0,89.0,71.0,75.0,80.0,50.0,63.0,10.0,10.0,10.0,10.0,10.0,10.0,72,69,43,77,75,82,74,70,69,77,89,89,87,80.0,64.0,78.0,48.0,80.0,53.0,66.0,69.0,53.0,75.0,78.0,69.0,74.0,53.0,49.0,6.0,9.0,13.0,13.0,12.0,"CAM, RM, LW",78,79
783,Moyá,1700000,15000,Right,SUB,2,1,36,Medium/Medium,13.0,30.0,30.0,30.0,30.0,30.0,30.0,82.0,72.0,80.0,78.0,39.0,79.0,11,11,12,31,13,13,16,12,35,24,46,34,54,74.0,49.0,60.0,62.0,30.0,57.0,16.0,22.0,11.0,10.0,68.0,11.0,60.0,14.0,14.0,82.0,72.0,80.0,79.0,78.0,GK,78,78
784,B. Yılmaz,5500000,41000,Right,RS,3,3,34,High/Low,17.0,80.0,81.0,65.0,69.0,34.0,77.0,10.0,10.0,10.0,10.0,10.0,10.0,68,82,74,66,75,69,60,75,60,69,81,79,72,81.0,48.0,85.0,66.0,69.0,79.0,74.0,85.0,33.0,86.0,64.0,79.0,81.0,29.0,26.0,14.0,15.0,11.0,8.0,12.0,ST,78,78
785,A. Mirante,1700000,24000,Right,SUB,2,1,36,Medium/Medium,83.0,30.0,30.0,30.0,30.0,30.0,30.0,79.0,78.0,65.0,77.0,43.0,79.0,10,17,13,35,15,24,17,13,35,25,44,43,50,76.0,50.0,49.0,62.0,33.0,55.0,15.0,32.0,17.0,10.0,43.0,21.0,70.0,12.0,12.0,79.0,78.0,65.0,79.0,77.0,GK,78,78
786,L. López,3700000,18000,Right,ST,4,4,37,High/High,15.0,69.0,80.0,73.0,77.0,50.0,69.0,10.0,10.0,10.0,10.0,10.0,10.0,66,81,79,76,74,76,78,73,71,80,69,69,76,76.0,73.0,82.0,77.0,60.0,76.0,75.0,61.0,52.0,82.0,75.0,85.0,86.0,58.0,34.0,8.0,10.0,11.0,13.0,6.0,ST,78,78
787,C. Tévez,3700000,16000,Right,LS,3,4,36,High/Low,10.0,68.0,81.0,74.0,78.0,45.0,77.0,10.0,10.0,10.0,10.0,10.0,10.0,71,83,67,76,76,78,74,68,70,78,70,66,76,75.0,79.0,82.0,51.0,69.0,83.0,80.0,80.0,39.0,80.0,76.0,65.0,82.0,51.0,50.0,4.0,2.0,3.0,2.0,4.0,"ST, CAM, CF",78,78
788,J. Sosa,4300000,47000,Right,SUB,4,4,35,Medium/Medium,5.0,69.0,70.0,82.0,80.0,66.0,65.0,10.0,10.0,10.0,10.0,10.0,10.0,80,61,50,83,77,80,86,85,81,82,66,71,73,77.0,75.0,80.0,45.0,66.0,65.0,77.0,69.0,70.0,73.0,82.0,73.0,80.0,70.0,60.0,11.0,15.0,13.0,6.0,9.0,"CM, CDM",78,78
789,Andrés Fernández,5500000,20000,Right,GK,3,1,33,Medium/Medium,25.0,30.0,30.0,30.0,30.0,30.0,30.0,80.0,75.0,68.0,79.0,56.0,76.0,17,13,12,35,13,14,24,12,40,18,58,55,60,75.0,65.0,51.0,77.0,39.0,74.0,12.0,40.0,26.0,14.0,41.0,16.0,56.0,14.0,15.0,80.0,75.0,68.0,76.0,79.0,GK,78,78
790,Jorge Molina,3700000,24000,Right,SUB,4,3,38,Medium/Medium,23.0,36.0,82.0,67.0,70.0,42.0,73.0,10.0,10.0,10.0,10.0,10.0,10.0,49,84,83,80,81,73,62,59,57,79,33,39,33,85.0,36.0,80.0,46.0,43.0,89.0,79.0,77.0,41.0,87.0,74.0,80.0,81.0,32.0,19.0,6.0,14.0,8.0,13.0,14.0,ST,78,78
791,M. Debuchy,3600000,32000,Right,RB,3,3,34,High/Medium,26.0,67.0,67.0,73.0,74.0,77.0,72.0,10.0,10.0,10.0,10.0,10.0,10.0,77,63,74,77,62,74,74,61,72,76,67,67,71,79.0,72.0,74.0,82.0,70.0,70.0,68.0,79.0,77.0,71.0,64.0,66.0,75.0,77.0,76.0,8.0,9.0,7.0,15.0,10.0,"RB, CB, RWB",78,78
792,T. Heaton,4500000,43000,Right,RES,3,1,34,Medium/Medium,1.0,30.0,30.0,30.0,30.0,30.0,30.0,78.0,77.0,74.0,79.0,55.0,78.0,17,12,16,32,12,17,15,13,37,28,56,55,54,74.0,52.0,56.0,73.0,40.0,66.0,12.0,31.0,24.0,12.0,46.0,24.0,62.0,15.0,13.0,78.0,77.0,74.0,78.0,79.0,GK,78,78
793,�. Radu,4900000,51000,Left,LCB,3,3,33,Medium/High,26.0,61.0,64.0,65.0,68.0,83.0,69.0,10.0,10.0,10.0,10.0,10.0,10.0,67,55,70,71,51,66,45,48,67,69,65,58,67,78.0,67.0,79.0,62.0,62.0,71.0,74.0,75.0,85.0,55.0,60.0,57.0,76.0,86.0,84.0,9.0,12.0,12.0,6.0,13.0,CB,78,78
794,M. Škrtel,3100000,26000,Right,RCB,2,2,35,Medium/High,37.0,47.0,38.0,48.0,51.0,78.0,82.0,10.0,10.0,10.0,10.0,10.0,10.0,39,35,83,63,43,46,33,27,65,57,40,52,47,71.0,52.0,46.0,73.0,67.0,89.0,35.0,84.0,76.0,33.0,28.0,39.0,70.0,79.0,77.0,15.0,5.0,7.0,6.0,11.0,CB,78,78
795,R. Bertrand,8000000,50000,Left,LB,3,3,30,High/Medium,3.0,78.0,53.0,70.0,76.0,76.0,70.0,10.0,10.0,10.0,10.0,10.0,10.0,77,50,68,76,43,76,74,66,69,77,77,78,73,75.0,69.0,59.0,71.0,72.0,67.0,54.0,77.0,76.0,63.0,51.0,52.0,76.0,79.0,77.0,11.0,13.0,15.0,10.0,15.0,LB,78,78
796,Gervinho,6500000,38000,Right,LW,3,3,33,High/Low,27.0,90.0,70.0,71.0,80.0,35.0,57.0,10.0,10.0,10.0,10.0,10.0,10.0,75,72,63,73,70,80,69,43,67,78,91,90,88,76.0,76.0,69.0,59.0,73.0,52.0,64.0,51.0,39.0,78.0,74.0,63.0,72.0,29.0,15.0,14.0,5.0,12.0,10.0,13.0,"LW, RW",78,78
797,José Fonte,2100000,24000,Right,RCB,3,2,36,Medium/High,6.0,32.0,38.0,54.0,59.0,79.0,76.0,10.0,10.0,10.0,10.0,10.0,10.0,36,40,80,68,34,58,33,32,58,64,32,32,47,74.0,53.0,39.0,73.0,59.0,82.0,29.0,83.0,80.0,42.0,55.0,43.0,73.0,79.0,77.0,7.0,11.0,16.0,10.0,6.0,CB,78,78
798,A. Guardado,6000000,26000,Left,LCM,2,4,33,Medium/Medium,18.0,67.0,69.0,79.0,80.0,71.0,68.0,10.0,10.0,10.0,10.0,10.0,10.0,74,64,55,81,69,79,78,80,79,81,69,65,79,77.0,87.0,73.0,71.0,81.0,60.0,74.0,72.0,71.0,69.0,82.0,70.0,76.0,72.0,73.0,7.0,10.0,10.0,11.0,10.0,"CM, CDM, LM",78,78
799,V. Moses,10000000,84000,Right,RES,4,4,29,Medium/Medium,31.0,76.0,69.0,74.0,81.0,73.0,69.0,10.0,10.0,10.0,10.0,10.0,10.0,76,67,70,76,64,82,75,61,70,81,77,76,75,76.0,79.0,74.0,66.0,79.0,68.0,69.0,62.0,73.0,72.0,72.0,75.0,75.0,74.0,71.0,9.0,7.0,8.0,16.0,16.0,"RM, RWB",78,78
800,D. Criscito,4700000,18000,Left,LCB,3,3,33,High/Medium,4.0,73.0,61.0,76.0,71.0,77.0,74.0,10.0,10.0,10.0,10.0,10.0,10.0,79,56,69,77,62,72,72,66,78,73,74,73,65,73.0,65.0,68.0,78.0,79.0,69.0,59.0,78.0,74.0,68.0,72.0,78.0,74.0,78.0,78.0,13.0,10.0,16.0,9.0,9.0,"LB, CB, LM",78,78
801,A. Candreva,6500000,84000,Right,SUB,4,4,33,Medium/Medium,87.0,72.0,78.0,77.0,79.0,61.0,65.0,10.0,10.0,10.0,10.0,10.0,10.0,79,73,55,79,75,80,74,71,74,82,70,74,72,75.0,76.0,87.0,36.0,80.0,60.0,81.0,66.0,67.0,79.0,75.0,83.0,73.0,63.0,53.0,10.0,4.0,14.0,4.0,14.0,RM,78,78
802,C. Ansaldi,6500000,45000,Right,LB,5,4,33,High/High,15.0,78.0,64.0,77.0,80.0,76.0,70.0,10.0,10.0,10.0,10.0,10.0,10.0,82,57,65,79,68,82,80,47,76,81,78,78,76,79.0,68.0,73.0,69.0,77.0,64.0,69.0,78.0,76.0,71.0,75.0,52.0,81.0,79.0,79.0,15.0,15.0,11.0,8.0,8.0,"LM, LB",78,78
803,K. Boateng,6500000,57000,Right,SUB,4,4,33,High/Medium,27.0,64.0,78.0,77.0,80.0,65.0,74.0,10.0,10.0,10.0,10.0,10.0,10.0,72,76,74,80,83,80,80,71,74,84,64,64,76,72.0,68.0,84.0,78.0,53.0,82.0,78.0,80.0,64.0,78.0,78.0,68.0,82.0,70.0,66.0,6.0,11.0,15.0,16.0,6.0,"CF, CM",78,78
804,F. Caicedo,9500000,60000,Left,SUB,3,3,31,High/Medium,20.0,73.0,76.0,71.0,75.0,44.0,80.0,10.0,10.0,10.0,10.0,10.0,10.0,59,76,75,79,75,77,66,68,66,79,72,74,59,78.0,67.0,84.0,75.0,59.0,91.0,68.0,80.0,43.0,82.0,75.0,73.0,70.0,44.0,47.0,7.0,13.0,7.0,8.0,10.0,"CF, ST",78,78
805,I. Piatti,4500000,20000,Right,LM,4,5,35,High/Medium,28.0,68.0,79.0,74.0,82.0,54.0,72.0,10.0,10.0,10.0,10.0,10.0,10.0,69,77,54,78,77,83,80,53,74,83,69,68,79,80.0,65.0,84.0,30.0,75.0,74.0,80.0,76.0,53.0,81.0,77.0,80.0,81.0,60.0,21.0,14.0,13.0,7.0,7.0,15.0,"LW, LM, ST",78,78
806,D. Mbokani,5500000,27000,Right,ST,3,3,34,High/Medium,70.0,67.0,78.0,67.0,77.0,40.0,74.0,10.0,10.0,10.0,10.0,10.0,10.0,54,81,78,75,74,76,70,57,58,82,69,66,78,74.0,66.0,78.0,75.0,73.0,76.0,69.0,68.0,38.0,83.0,75.0,76.0,86.0,36.0,28.0,8.0,6.0,9.0,10.0,12.0,ST,78,78
807,E. Capoue,8000000,20000,Right,SUB,3,3,31,Medium/Medium,29.0,51.0,71.0,73.0,70.0,77.0,77.0,10.0,10.0,10.0,10.0,10.0,10.0,69,69,72,78,69,73,67,71,77,78,50,52,36,78.0,61.0,77.0,72.0,77.0,78.0,72.0,76.0,82.0,73.0,65.0,54.0,75.0,77.0,76.0,12.0,11.0,11.0,14.0,12.0,"CDM, CM",78,78
808,P. Diop,4000000,28000,Right,LDM,3,3,34,Medium/Medium,8.0,41.0,66.0,68.0,67.0,78.0,85.0,10.0,10.0,10.0,10.0,10.0,10.0,58,57,75,72,67,63,70,69,74,76,39,43,61,75.0,66.0,82.0,79.0,73.0,90.0,71.0,89.0,79.0,59.0,65.0,61.0,73.0,79.0,77.0,8.0,8.0,9.0,13.0,16.0,"CDM, CM",78,78
809,Guilherme,4500000,500,Right,GK,2,1,34,Medium/Medium,1.0,30.0,30.0,30.0,30.0,30.0,30.0,82.0,73.0,72.0,80.0,39.0,78.0,13,11,13,39,13,16,19,12,33,21,37,40,54,74.0,30.0,54.0,62.0,34.0,71.0,16.0,35.0,21.0,13.0,55.0,12.0,65.0,16.0,18.0,82.0,73.0,72.0,78.0,80.0,GK,78,78
810,Víctor Díaz,6500000,26000,Right,RB,3,3,32,Medium/High,16.0,72.0,56.0,68.0,68.0,74.0,76.0,10.0,10.0,10.0,10.0,10.0,10.0,77,56,77,74,35,66,65,51,55,74,73,72,64,75.0,58.0,67.0,89.0,81.0,72.0,54.0,75.0,74.0,64.0,64.0,42.0,64.0,78.0,79.0,14.0,8.0,10.0,13.0,12.0,RB,78,78
811,P. Piatti,9000000,11000,Left,RM,2,3,31,High/Medium,7.0,83.0,75.0,75.0,79.0,47.0,54.0,10.0,10.0,10.0,10.0,10.0,10.0,78,76,71,76,72,81,80,58,70,75,87,79,78,75.0,91.0,75.0,76.0,62.0,48.0,76.0,55.0,51.0,77.0,75.0,64.0,70.0,35.0,38.0,10.0,8.0,13.0,8.0,10.0,"LM, LW, RM",78,78
812,M. Musacchio,8500000,38000,Right,RES,3,3,29,Medium/Medium,22.0,63.0,47.0,63.0,67.0,82.0,70.0,10.0,10.0,10.0,10.0,10.0,10.0,55,40,76,69,36,65,53,45,67,67,65,62,70,76.0,68.0,57.0,83.0,61.0,71.0,53.0,76.0,83.0,50.0,64.0,57.0,76.0,83.0,80.0,5.0,11.0,12.0,6.0,12.0,CB,78,78
813,Rafael Carioca,8000000,44000,Right,LDM,3,3,31,Medium/Medium,5.0,69.0,66.0,77.0,75.0,73.0,73.0,10.0,10.0,10.0,10.0,10.0,10.0,73,58,51,81,58,74,75,63,79,77,70,69,71,75.0,75.0,76.0,52.0,90.0,67.0,73.0,74.0,78.0,74.0,75.0,63.0,84.0,77.0,74.0,9.0,13.0,11.0,12.0,14.0,"CDM, CM",78,78
814,M. Suárez,8500000,21000,Right,LS,4,4,32,High/Medium,7.0,76.0,77.0,76.0,82.0,45.0,74.0,10.0,10.0,10.0,10.0,10.0,10.0,75,76,80,77,75,82,83,71,71,82,77,75,83,81.0,81.0,77.0,75.0,73.0,73.0,79.0,77.0,29.0,80.0,79.0,71.0,85.0,45.0,39.0,9.0,16.0,11.0,13.0,8.0,"ST, LW",78,78
815,L. Acosta,8000000,24000,Right,LW,4,4,32,High/High,7.0,89.0,70.0,72.0,80.0,51.0,65.0,10.0,10.0,10.0,10.0,10.0,10.0,75,69,69,76,75,79,71,45,68,78,88,90,87,81.0,89.0,73.0,91.0,79.0,49.0,67.0,83.0,63.0,75.0,73.0,65.0,83.0,47.0,41.0,12.0,6.0,14.0,12.0,9.0,"LW, ST, RW",78,78
816,S. Lulić,5000000,56000,Right,LM,3,3,34,High/High,19.0,77.0,72.0,76.0,78.0,75.0,77.0,10.0,10.0,10.0,10.0,10.0,10.0,80,66,70,78,65,80,76,61,78,76,74,79,70,78.0,76.0,84.0,69.0,89.0,71.0,76.0,78.0,74.0,78.0,72.0,55.0,74.0,78.0,76.0,5.0,12.0,14.0,10.0,5.0,LM,78,78
817,B. Dost,9500000,33000,Right,RS,3,2,31,Medium/Medium,9.0,47.0,81.0,57.0,65.0,51.0,76.0,10.0,10.0,10.0,10.0,10.0,10.0,38,84,92,73,82,66,61,30,37,75,45,49,34,81.0,32.0,81.0,49.0,54.0,91.0,69.0,75.0,39.0,87.0,67.0,90.0,81.0,65.0,26.0,6.0,12.0,15.0,11.0,8.0,ST,78,78
818,A. Westwood,8500000,50000,Right,RCM,3,3,30,Medium/Medium,18.0,59.0,62.0,79.0,73.0,74.0,76.0,10.0,10.0,10.0,10.0,10.0,10.0,81,55,60,80,56,70,83,80,79,77,63,55,74,77.0,78.0,76.0,67.0,86.0,70.0,65.0,81.0,76.0,68.0,76.0,64.0,77.0,76.0,73.0,10.0,13.0,13.0,7.0,8.0,CDM,78,78
819,De Marcos,7500000,24000,Right,SUB,3,4,31,High/Medium,18.0,81.0,62.0,73.0,75.0,71.0,78.0,10.0,10.0,10.0,10.0,10.0,10.0,78,59,59,75,57,75,77,53,69,75,77,84,73,78.0,77.0,73.0,77.0,89.0,72.0,56.0,77.0,76.0,74.0,70.0,55.0,75.0,74.0,74.0,8.0,6.0,13.0,15.0,9.0,"RB, RW",78,78
820,M. Hitz,6500000,39000,Right,SUB,3,1,32,Medium/Medium,35.0,30.0,30.0,30.0,30.0,30.0,30.0,79.0,77.0,63.0,80.0,44.0,79.0,12,27,18,29,26,13,15,17,33,17,41,46,41,72.0,31.0,47.0,67.0,38.0,78.0,12.0,25.0,23.0,8.0,25.0,22.0,44.0,15.0,14.0,79.0,77.0,63.0,79.0,80.0,GK,78,78
821,M. Antonio,10000000,46000,Right,ST,3,4,30,High/High,30.0,84.0,75.0,73.0,78.0,56.0,84.0,10.0,10.0,10.0,10.0,10.0,10.0,75,75,84,75,66,79,66,60,72,75,80,87,83,76.0,76.0,79.0,91.0,78.0,85.0,72.0,85.0,45.0,77.0,74.0,75.0,70.0,56.0,53.0,12.0,13.0,8.0,14.0,10.0,"ST, RM, LM",78,78
822,Maicon,7500000,38000,Right,RCB,3,2,31,Medium/High,18.0,53.0,55.0,66.0,54.0,79.0,84.0,10.0,10.0,10.0,10.0,10.0,10.0,70,40,83,67,29,55,70,74,75,60,50,55,34,66.0,42.0,85.0,71.0,72.0,90.0,67.0,85.0,79.0,44.0,52.0,52.0,71.0,82.0,76.0,15.0,11.0,14.0,10.0,6.0,CB,78,78
823,L. Rodríguez,8500000,46000,Right,RB,2,3,29,High/High,28.0,84.0,64.0,72.0,75.0,72.0,77.0,10.0,10.0,10.0,10.0,10.0,10.0,76,59,62,73,57,75,67,60,68,75,86,82,76,73.0,73.0,75.0,65.0,89.0,75.0,68.0,69.0,72.0,71.0,72.0,40.0,74.0,74.0,73.0,10.0,7.0,10.0,6.0,8.0,RB,78,78
824,A. Kokorin,10500000,500,Right,SUB,3,4,29,High/Medium,9.0,81.0,77.0,72.0,81.0,43.0,69.0,10.0,10.0,10.0,10.0,10.0,10.0,68,79,74,75,71,81,74,69,66,80,82,81,84,77.0,75.0,77.0,74.0,76.0,66.0,73.0,67.0,35.0,84.0,73.0,67.0,82.0,42.0,44.0,7.0,16.0,14.0,8.0,8.0,"ST, RW",78,78
825,C. Wood,10500000,62000,Right,RS,3,2,28,High/Medium,9.0,66.0,78.0,59.0,68.0,40.0,81.0,10.0,10.0,10.0,10.0,10.0,10.0,46,79,86,67,74,66,69,64,48,75,64,68,60,78.0,61.0,81.0,77.0,76.0,86.0,72.0,74.0,40.0,80.0,64.0,81.0,77.0,30.0,29.0,14.0,16.0,16.0,7.0,16.0,ST,78,78
826,E. Stevens,8500000,37000,Left,LWB,2,3,29,Medium/Medium,3.0,75.0,45.0,66.0,75.0,74.0,74.0,10.0,10.0,10.0,10.0,10.0,10.0,78,43,56,69,24,77,70,53,58,74,73,76,67,77.0,66.0,57.0,65.0,85.0,73.0,38.0,64.0,76.0,57.0,57.0,52.0,65.0,76.0,68.0,9.0,16.0,8.0,7.0,15.0,"LWB, LB",78,78
827,Herrerín,6500000,19000,Right,SUB,3,1,32,Medium/Medium,25.0,30.0,30.0,30.0,30.0,30.0,30.0,80.0,78.0,83.0,74.0,43.0,77.0,14,13,14,16,15,19,15,12,29,12,48,39,49,74.0,55.0,62.0,67.0,42.0,80.0,16.0,37.0,23.0,16.0,40.0,25.0,58.0,16.0,12.0,80.0,78.0,83.0,77.0,74.0,GK,78,78
828,R. Rodríguez,9000000,41000,Left,SUB,3,3,27,Medium/Medium,13.0,71.0,67.0,76.0,74.0,77.0,74.0,10.0,10.0,10.0,10.0,10.0,10.0,82,58,64,76,66,74,80,82,76,76,68,74,71,74.0,70.0,78.0,73.0,75.0,74.0,72.0,74.0,80.0,64.0,68.0,80.0,80.0,78.0,77.0,14.0,13.0,14.0,14.0,11.0,LB,78,78
829,G. Pezzella,8500000,50000,Right,CB,3,2,29,Medium/Medium,20.0,54.0,49.0,47.0,56.0,80.0,74.0,10.0,10.0,10.0,10.0,10.0,10.0,40,48,82,64,40,54,46,25,56,66,55,53,33,77.0,48.0,54.0,82.0,57.0,78.0,50.0,82.0,80.0,47.0,22.0,35.0,72.0,82.0,78.0,7.0,9.0,13.0,10.0,15.0,CB,78,78
830,Y. Belhanda,10000000,64000,Right,LCM,4,4,30,Medium/Medium,10.0,73.0,73.0,78.0,82.0,57.0,71.0,10.0,10.0,10.0,10.0,10.0,10.0,79,72,67,77,69,83,78,78,76,82,75,72,85,77.0,78.0,75.0,79.0,84.0,63.0,74.0,75.0,66.0,71.0,78.0,80.0,72.0,54.0,55.0,15.0,16.0,11.0,6.0,16.0,"CAM, CM",78,78
831,Y. El Arabi,6500000,500,Right,ST,4,3,33,High/Medium,11.0,71.0,81.0,67.0,78.0,37.0,70.0,10.0,10.0,10.0,10.0,10.0,10.0,61,84,76,69,85,78,72,74,62,80,75,68,82,74.0,57.0,78.0,71.0,69.0,78.0,76.0,51.0,44.0,81.0,72.0,86.0,72.0,30.0,42.0,6.0,16.0,11.0,6.0,11.0,ST,78,78
832,Laguardia,8500000,25000,Right,RCB,3,2,30,Medium/High,5.0,51.0,46.0,55.0,51.0,80.0,78.0,10.0,10.0,10.0,10.0,10.0,10.0,43,49,74,70,29,42,38,35,62,63,46,55,44,76.0,57.0,57.0,76.0,71.0,77.0,33.0,89.0,80.0,44.0,46.0,40.0,71.0,80.0,76.0,14.0,12.0,13.0,9.0,10.0,CB,78,78
833,Hugo Mallo,8500000,25000,Right,RB,3,3,29,High/Medium,2.0,67.0,39.0,69.0,69.0,75.0,74.0,10.0,10.0,10.0,10.0,10.0,10.0,78,28,65,71,28,65,69,38,68,74,65,69,74,80.0,65.0,71.0,78.0,82.0,68.0,39.0,76.0,78.0,46.0,64.0,23.0,70.0,81.0,82.0,14.0,9.0,7.0,9.0,15.0,RB,78,78
834,C. Wilson,10500000,48000,Right,ST,3,4,28,High/Medium,13.0,82.0,77.0,65.0,76.0,39.0,74.0,10.0,10.0,10.0,10.0,10.0,10.0,61,81,78,70,71,77,63,45,62,76,78,85,75,77.0,73.0,77.0,67.0,73.0,75.0,68.0,73.0,40.0,82.0,70.0,78.0,77.0,39.0,25.0,10.0,15.0,8.0,10.0,6.0,ST,78,78
835,N. Lodeiro,9000000,11000,Left,CAM,4,4,31,High/Medium,10.0,71.0,72.0,80.0,81.0,49.0,71.0,10.0,10.0,10.0,10.0,10.0,10.0,81,70,42,81,70,81,82,78,76,81,73,70,79,80.0,77.0,72.0,65.0,92.0,61.0,76.0,69.0,49.0,75.0,80.0,76.0,81.0,52.0,40.0,12.0,16.0,11.0,7.0,15.0,"CAM, RM, CF",78,78
